id,problem,topic,difficulty,company,status,tags,url,description,notes,bookmark,solution_approach,time_complexity,space_complexity,pattern,interview_frequency,attempts,last_attempted,confidence_level
813,Find kth largest element (Heap),Heap,Hard,"Facebook, Amazon, LinkedIn",unsolved,,https://leetcode.com/problems/kth-largest-element-in-an-array/,"Given an unsorted array, find the kth largest element. Use a min-heap of size k, or apply the QuickSelect algorithm for average O(n) performance. This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,QuickSelect / Min-Heap,O(n) avg,O(k),Heap / QuickSelect,High,0,,
814,Count number of islands in grid (Heap),Heap,Easy,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/number-of-islands/,"Given a 2D grid of '1's (land) and '0's (water), count the number of islands. Use DFS or BFS to mark visited land cells, or apply Union-Find. This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,BFS / DFS / Union-Find,O(m×n),O(m×n),Matrix DFS/BFS,High,0,,
815,Count number of islands in grid (Heap),Heap,Medium,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/number-of-islands/,"Given a 2D grid of '1's (land) and '0's (water), count the number of islands. Use DFS or BFS to mark visited land cells, or apply Union-Find. This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,BFS / DFS / Union-Find,O(m×n),O(m×n),Matrix DFS/BFS,High,0,,
816,Count number of islands in grid (Heap),Heap,Hard,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/number-of-islands/,"Given a 2D grid of '1's (land) and '0's (water), count the number of islands. Use DFS or BFS to mark visited land cells, or apply Union-Find. This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,BFS / DFS / Union-Find,O(m×n),O(m×n),Matrix DFS/BFS,High,0,,
817,Generate all permutations (Heap),Heap,Easy,"Microsoft, Facebook, Adobe",unsolved,,https://leetcode.com/problems/permutations/,"Given a collection of distinct integers, return all possible permutations. Use backtracking to build permutations by swapping elements at each position. This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Backtracking,O(n×n!),O(n),Backtracking,Medium,0,,
818,Generate all permutations (Heap),Heap,Medium,"Microsoft, Facebook, Adobe",unsolved,,https://leetcode.com/problems/permutations/,"Given a collection of distinct integers, return all possible permutations. Use backtracking to build permutations by swapping elements at each position. This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Backtracking,O(n×n!),O(n),Backtracking,Medium,0,,
819,Generate all permutations (Heap),Heap,Hard,"Microsoft, Facebook, Adobe",unsolved,,https://leetcode.com/problems/permutations/,"Given a collection of distinct integers, return all possible permutations. Use backtracking to build permutations by swapping elements at each position. This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Backtracking,O(n×n!),O(n),Backtracking,Medium,0,,
820,Find longest increasing subsequence (Heap),Heap,Easy,"Google, Microsoft, Amazon",unsolved,,https://leetcode.com/problems/longest-increasing-subsequence/,"Given an unsorted array of integers, find the length of the longest increasing subsequence. Use dynamic programming (O(n²)) or binary search with patience sorting (O(n log n)). This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Dynamic Programming / Binary Search,O(n log n),O(n),Dynamic Programming,Medium,0,,
821,Find longest increasing subsequence (Heap),Heap,Medium,"Google, Microsoft, Amazon",unsolved,,https://leetcode.com/problems/longest-increasing-subsequence/,"Given an unsorted array of integers, find the length of the longest increasing subsequence. Use dynamic programming (O(n²)) or binary search with patience sorting (O(n log n)). This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Dynamic Programming / Binary Search,O(n log n),O(n),Dynamic Programming,Medium,0,,
822,Find longest increasing subsequence (Heap),Heap,Hard,"Google, Microsoft, Amazon",unsolved,,https://leetcode.com/problems/longest-increasing-subsequence/,"Given an unsorted array of integers, find the length of the longest increasing subsequence. Use dynamic programming (O(n²)) or binary search with patience sorting (O(n log n)). This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Dynamic Programming / Binary Search,O(n log n),O(n),Dynamic Programming,Medium,0,,
823,Search in rotated sorted array (Heap),Heap,Easy,"Amazon, Facebook, LinkedIn",unsolved,,https://leetcode.com/problems/search-in-rotated-sorted-array/,"Given a rotated sorted array and a target value, return the index of the target or -1 if not found. Apply a modified binary search that identifies the sorted half. This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Modified Binary Search,O(log n),O(1),Binary Search,High,0,,
824,Search in rotated sorted array (Heap),Heap,Medium,"Amazon, Facebook, LinkedIn",unsolved,,https://leetcode.com/problems/search-in-rotated-sorted-array/,"Given a rotated sorted array and a target value, return the index of the target or -1 if not found. Apply a modified binary search that identifies the sorted half. This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Modified Binary Search,O(log n),O(1),Binary Search,High,0,,
825,Search in rotated sorted array (Heap),Heap,Hard,"Amazon, Facebook, LinkedIn",unsolved,,https://leetcode.com/problems/search-in-rotated-sorted-array/,"Given a rotated sorted array and a target value, return the index of the target or -1 if not found. Apply a modified binary search that identifies the sorted half. This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Modified Binary Search,O(log n),O(1),Binary Search,High,0,,
826,Find median of two sorted arrays (Heap),Heap,Easy,"Google, Amazon, Microsoft",unsolved,,https://leetcode.com/problems/median-of-two-sorted-arrays/,"Given two sorted arrays, find the median of the combined elements in O(log(min(m,n))) time. Use binary search to partition both arrays at the correct position. This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Binary Search (Partition),"O(log(min(m,n)))",O(1),Binary Search,High,0,,
827,Find median of two sorted arrays (Heap),Heap,Medium,"Google, Amazon, Microsoft",unsolved,,https://leetcode.com/problems/median-of-two-sorted-arrays/,"Given two sorted arrays, find the median of the combined elements in O(log(min(m,n))) time. Use binary search to partition both arrays at the correct position. This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Binary Search (Partition),"O(log(min(m,n)))",O(1),Binary Search,High,0,,
828,Find median of two sorted arrays (Heap),Heap,Hard,"Google, Amazon, Microsoft",unsolved,,https://leetcode.com/problems/median-of-two-sorted-arrays/,"Given two sorted arrays, find the median of the combined elements in O(log(min(m,n))) time. Use binary search to partition both arrays at the correct position. This variant emphasizes the Heap data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Binary Search (Partition),"O(log(min(m,n)))",O(1),Binary Search,High,0,,
829,Word search in matrix (Heap),Heap,Easy,"Microsoft, Amazon, Snap",unsolved,,https://leetcode.com/problems/word-search/,"Given a 2D board of characters and a word, determine if the word exists in the grid by connecting adjacent (horizontally or vertically) cells. Use DFS with backtracking. This variant emphasizes the Heap data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,DFS + Backtracking,O(m×n×4^L),O(L),Backtracking,Medium,0,,
830,Word search in matrix (Heap),Heap,Medium,"Microsoft, Amazon, Snap",unsolved,,https://leetcode.com/problems/word-search/,"Given a 2D board of characters and a word, determine if the word exists in the grid by connecting adjacent (horizontally or vertically) cells. Use DFS with backtracking. This variant emphasizes the Heap data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,DFS + Backtracking,O(m×n×4^L),O(L),Backtracking,Medium,0,,
